Username,Handle,Timestamp,Text,Associated Hashtags,Replies,Retweets,Likes
Dealerscope,@Dealerscope,2021-12-15T13:30:11.000Z,"Consumers are becoming more conscious towards sustainability and their efforts to reduce #climatechange has been noticed by certain brands. Read how brands, like #Walmart, are implementing more #green initiatives: https://buff.ly/3yqv2qu","['#Walmart,', '#green']",0,0,0
UNIC Moscow,@UNIC_Moscow,2021-12-15T13:30:00.000Z,".
@WMO
 официально признала новый температурный рекорд для Арктики

https://bit.ly/30sexxH
Рыбак пытается спасти свою рыболовную сеть, попавшую в айсберг в Гренландском море. Фото Climate Visuals Countdown/Турпин Самуэл

#UN #ООН #WMO #Arctic #climatechange #ВМО #изменениеклимата
3
1","['#UN', '#ООН', '#WMO', '#Arctic', '#ВМО', '#изменениеклимата']",0,3,1
Just a Regular Person,@tracychapmanfa1,2021-12-15T13:29:26.000Z,"#climatechange #ClimateAction #ClimateCrisis #ClimateActionNow #BuildBackBetter
Climate Power
@ClimatePower
 · Dec 14
Investing in a clean energy future isn’t only good for our planet—it’s good for our economy. 

Text ACT to 434-266-8464 and tell the Senate to pass the Build Back Better Act.
1","['#ClimateAction', '#ClimateCrisis', '#ClimateActionNow', '#BuildBackBetter']",0,1,0
Ireland at UN,@irishmissionun,2021-12-15T13:29:00.000Z,"With #COVID, with conflict, & with #climatechange -our work to fight global #hunger is now more urgent than ever.

That’s why Ireland’s new partnership with 
@WFP
 @WFPChief
 is so important!

Ministers 
@McConalogue
 & 
@brophytalks
 announced today  will contribute €75m overyears
Dept of Agriculture, Food and the Marine
@agriculture_ie
 · 10h
Ministers @McConalogue and @brophytalks have today signed an agreement with @WFPChief 
to provide €75m over three years to the @WFP representing our highest ever contribution and confirms Ireland's commitment to fighting world hunger

https://gov.ie/en/press-release/3fd29-ireland-commits-75-million-to-the-uns-world-food-programme-over-the-next-three-years/…

#ZeroHunger
Show this thread
1
2
4","['#COVID,', '#hunger', '#ZeroHunger']",1,2,4
Energy Live News,@EnergyLiveNews,2021-12-15T13:28:20.000Z,"Developing countries are lagging behind in clean energy investments compared to the money spent on wealthier countries.

Will developing countries be able to catch up or not?
@BloombergNEF
#climatechange #decarbonisation #energy #netzero #pandemic
energylivenews.com
Poor countries 'lag behind in clean energy investment' - Energy Live News
Nearly $67 billion less was invested into clean energy in emerging markets, new report suggests
1","['#decarbonisation', '#energy', '#netzero', '#pandemic']",0,1,0
Apostolos Lalos,@aplalos,2021-12-15T13:26:32.000Z,"We'll soon see it tho don't worry.. #climatechange
Massimo
@Rainmaker1973
 · 12h
There’s an entire mountain range in Antarctica, similar to the size of the Alps, that no one has ever seen because it’s completely covered by ice [read more: https://buff.ly/2HWiRuR]",[],0,0,0
Yaffa Lyulka,@IBelizeit,2021-12-15T13:24:45.000Z,"“the Thwaites ice shelf could collapse within the next three to five years, unleashing a river of ice that could dramatically raise sea levels.”

#Climate #Environment

#Climatechange has destabilized the Earth’s poles, putting the planet in peril -
washingtonpost.com
Climate change has destabilized the Earth’s poles, putting the rest of the planet in peril
New research shows how rising temperatures have irreversibly altered both the Arctic and Antarctic. Ripple effects will be felt around the globe.
1
1","['#Climate', '#Environment']",0,1,1
ebikes-international,@ebikesinternatl,2021-12-15T13:23:28.000Z,"EU Commission Elevates Cycling In Efficient and Green Mobility Package #cycling #ebikes #cargobikes #urbanmobility #bikelife #beatairpollution #climatechange #morecycling #smartmobility https://tinyurl.com/346u92fe
Cycling Industries Europe and 9 others
1
1","['#cycling', '#ebikes', '#cargobikes', '#urbanmobility', '#bikelife', '#beatairpollution', '#morecycling', '#smartmobility']",0,1,1
"James Gingerich, @Expeflow #WorkEasier #RPA","James Gingerich, @Expeflow #WorkEasier #RPA",2021-12-15T13:17:00.000Z,"What is ‘degrowth’ and how can it fight #ClimateChange? (Popular Science) #Environment https://buff.ly/2V8hSyS
1","['#ClimateChange?', '#Environment']",0,0,1
SLX Learning,@slxlearning,2021-12-15T13:16:20.000Z,"We have heard of #genderinequality in the #wagegap. But is there #gender #inequality in #climatechange solutions? Watch our short video to find out!
#COP26 #GenderClimateChange #GenderRepresentation #TimeForAction #ClimateChange #GenderInequality #women
youtube.com
Gender Equality and Climate Change
We have heard of #GenderInequality in the #WageGap. But is there gender inequality in #ClimateChange solutions?Watch our #ShortVideo to find out!Watch our vi...","['#genderinequality', '#wagegap.', '#gender', '#inequality', '#COP26', '#GenderClimateChange', '#GenderRepresentation', '#TimeForAction', '#GenderInequality', '#women', '#GenderInequality', '#WageGap.', '#ShortVideo']",0,0,0
Tim Guinee,@TimGuinee,2021-12-15T13:16:10.000Z,"@snowshoemtn
 @winterplacewv
 @CanaanResort
 Protect your livelihoods. #ClimateChange is negatively impacting winter sports. Tell 
@Sen_JoeManchin
 to vote for the climate solutions in the #BuildBackBetterAct. RT
protectourwinters.org
How Climate Change Will Impact The Snowsports Industry - Protect Our Winters
Protect Our Winters dives deep into the economic impact climate change has and will have on the winter sports industry, including skiing and snowboarding.",['#BuildBackBetterAct.'],0,0,0
Bruna Drummond,@brunadrummondd,2021-12-15T13:16:03.000Z,"Is natural gas, natural? In other words, can this energy source be considered clean or environmentally friendly? #naturalgas #climatechange",['#naturalgas'],0,0,0
ShelterBox Canada,@ShelterBoxCan,2021-12-15T13:15:36.000Z,"#ClimateChange is exacerbating the humanitarian crisis in #Cameroon. As herders and farmers clash over resources, people are #displaced from their homes. We're on the frontline, providing #EmergencyShelter to those who are fleeing violence.
unhcr.org
Deadly clashes over scarce resources in Cameroon force 30,000 to flee to Chad
UNHCR, the UN Refugee Agency, is deeply concerned by renewed intercommunal clashes that erupted this week in Cameroon’s Far North region, displacing thousands
1","['#Cameroon.', '#displaced', '#EmergencyShelter']",0,1,0
STEPHANE TAMO,@tamostephane1,2021-12-15T13:15:18.000Z,"Replying to 
@FridayForFuture
 and 
@CDU
#ClimateChange. We need world leaders who will accept the facts and act on them. Climate change education is eminent.
gofundme.com
Sustainability & Climate Change Education Project, organized by tamo stephane
EMPOWERING THE YOUTH ON SUSTAINABILITY AND CLIMATE CHANGE EDUCATION IN… tamo stephane needs your support for Sustainability & Climate Change Education Project",['#ClimateChange.'],0,0,0
Ronnie,@Ronniekaftal,2021-12-15T13:15:03.000Z,"The Department for Business, Energy and Industrial Strategy has outlined its commitment, offering £116m, to help UK green-tech businesses bring innovations to market that could help fight #climatechange. Read more at Computer Weekly: http://ow.ly/ouAv103fn3f",['#climatechange.'],0,0,0
Mirror Now,@MirrorNow,2021-12-15T13:14:16.000Z,"While ringing alarm bells over #ClimateChange, United Nations World Meteorological Organization revealed that polar areas of #Arctic & #Antarctic have registered record high temperatures in 2020. 

READ 
1
2","['#ClimateChange,', '#Arctic', '#Antarctic']",0,1,2
natpetit,@natpetit1,2021-12-15T13:13:31.000Z,"Good news  #posidonia  #climateChange #resilience
IMEDEA (UIB-CSIC)
@IMEDEA_UIB_CSIC
 · 7h
#IMEDEAPublication:

'Resilience of seagrass populations to thermal stress does not reflect regional differences in ocean climate' @NewPhyt by @SBennett_131,...Nuria Marbà @Cambio2100 @IMEDEA_UIB_CSIC et al. 

https://nph.onlinelibrary.wiley.com/doi/10.1111/nph.17885…

#seagrass
1","['#posidonia', '#resilience', '#IMEDEAPublication:', '#seagrass']",0,0,1
Jerome Dumortier,@DumortierJerome,2021-12-15T13:13:21.000Z,"The 
@EU_Commission
 will promote #carbonfarming under the #newCAP. E.g., afforestation, agroforestry, cover crops, and conversion of cropland to fallow or set-aside to permanent grass. This is also in line with similar efforts in the U.S. to combat #climatechange 
@EUAgri
1","['#carbonfarming', '#newCAP.']",0,0,1
Commodity Stories,@CommodityStory,2021-12-15T13:11:27.000Z,"MiningCom has published "" Ford Foundation commits $3m to back ESG initiatives linked to West Africa?s resource sector "" on 15/12/2021 #ClimateChange #ESG #Finance 

https://mining.com/ford-foundation-commits-3m-to-back-esg-initiatives-linked-to-west-africas-resource-sector/…

Stay Up to Date on Company Announcements https://bit.ly/325xhU1
mining.com
Ford Foundation commits $3m to back ESG initiatives linked to West Africa’s resource sector
The $3-million Extractive Industry and Climate Change Governance Fund comes from the Ford Foundation’s $1-billion social bond launched in 2020.
1","['#ESG', '#Finance']",0,0,1
debate.energy,@DebateEnergy,2021-12-15T13:05:58.000Z,"Should we go back to #NuclearPower to combat #ClimateChange? While the end of the nuclear age is near in Germany, other EU countries plan to build new nuclear power plants to achieve #EnergyTransition. Does that make sense to you or is this an approach that has run its course?
2
2","['#NuclearPower', '#ClimateChange?', '#EnergyTransition.']",0,2,2
GridPointWeather,@gridpointwx,2021-12-15T13:05:16.000Z,"‘Tremor is zero’: La Palma #VOLCANO may be calming down http://gpwx.news/mw6hi  #GlobalWarming #climatechange
theguardian.com
‘Tremor is zero’: La Palma volcano may be calming down
Lack of seismic activity of Cumbre Vieja on Canary island could herald end to three months of eruptions","['#VOLCANO', '#GlobalWarming']",0,0,0
Our Kids' Climate,@OurKidsClimate,2021-12-15T13:05:03.000Z,"How we can talk to young children about #ClimateChange - and help them process it - without making them feel powerless, apathetic or anxious?

Our co-founder 
@KlimatFrida
 shares her 10 tips in #EarlyChildhoodMatters  https://bit.ly/ECM2021-28

#ECM2021 
@VaraBarnsKlimat
Climate Mama  and 9 others
1
6
8","['#EarlyChildhoodMatters', '#ECM2021']",1,6,8
Mark Gavagan,@mgav,2021-12-15T13:05:03.000Z,"""...rising groundwater (caused by #climatechange) presents a real, and potentially catastrophic, threat to our infrastructure. Roadways will be eroded from below; septic systems won’t drain; ...home foundations will crack; sewers will...""

~
@techreview
technologyreview.com
How rising groundwater caused by climate change could devastate coastal communities
Higher sea levels will push the water table up with them, causing flooding, contamination, and all manner of unseen chaos.",['#climatechange)'],0,0,0
EthosLifestyle,@EthosLifestyle,2021-12-15T13:05:02.000Z,"Life in the Flood Danger Zone

https://thetyee.ca/News/2021/12/13/Life-Flood-Danger-Zone/… 
@TheTyee
 #floods #coastalflooding #sealevelrise #AtmosphericRivers #BCFloods #actonclimate #climatecrisis #climatechange #ethoslifestyle
thetyee.ca
Life in the Flood Danger Zone | The Tyee
The residents of Everglades Resort RV park are used to flooding. But last month’s events were next level.
2
1","['#floods', '#coastalflooding', '#sealevelrise', '#AtmosphericRivers', '#BCFloods', '#actonclimate', '#climatecrisis', '#ethoslifestyle']",0,2,1
Tim Melino,@TimMelino,2021-12-15T13:04:48.000Z,"‘Tremor is zero’: La Palma #VOLCANO may be calming down http://gpwx.news/mw6hi #GPWX #GlobalWarming #climatechange
theguardian.com
‘Tremor is zero’: La Palma volcano may be calming down
Lack of seismic activity of Cumbre Vieja on Canary island could herald end to three months of eruptions","['#VOLCANO', '#GPWX', '#GlobalWarming']",0,0,0
Fragile White Guy,@FragileWhiteGuy,2021-12-15T13:04:13.000Z,"Simp minded Dems want u to believe electricity is environmentally safe,clean,new

We’ve been using since 1800s it’s just as dirty as diesel

It’s not the future it needs to be generated,thus won’t scale

#JoeBiden #climatechange #COVID19 #CNN #NYTimes #MSNBC #Tesla #FoxNews
1
1","['#JoeBiden', '#COVID19', '#CNN', '#NYTimes', '#MSNBC', '#Tesla', '#FoxNews']",1,0,1
Chris McKercher,@System_is_broke,2021-12-15T13:04:12.000Z,"Today in Sioux Falls, we have dense fog, rapidly melting snow, thunderstorms on the way with 60 mph winds and chance of twister, which will turn to snow tonight. Still denying #ClimateChange is real?
2
8",[],0,2,8
Bernardo Garcia #Technology #Innovation,@GarciaSiemens,2021-12-15T13:03:51.000Z,"The effect of individual efforts to arrest emissions are negligible unless adopted near-universally. Read more: #ClimateChange
share.siemens-energy.social
Why consumer habits are equally as important for energy transition
The effect of individual efforts to arrest emissions are negligible unless adopted near-universally...",[],0,0,0
Bennny No10,@BennyTW87,2021-12-15T13:03:19.000Z,"Beware of FUD! #EFFORCE and $WOZX are long-term projects by 
@EfforceOfficial
 to take on Global #ClimateChange  It is not a get rich quick scheme. Have patience and support team 
@stevewoz
 ",['#EFFORCE'],0,0,0
Dan Weiss,@DanJWeiss,2021-12-15T13:03:04.000Z,"Burning oil, coal, gas =more carbon pollution=warmer temperatures=melting ice or permafrost=massive trapped carbon pollution release=warmer temperatures=massive carbon  release… #climatechange #environment #ClimateCrisis #ClimateEmergency
The New York Times
@nytimes
 · 23h
Around Antarctica, a vast current acts as the world's climate engine. New science is revealing the power it holds over the future, and researchers are alarmed at what they’re learning as ice shelves retreat. https://nyti.ms/3yqvViO
Show this thread
GIF","['#environment', '#ClimateCrisis', '#ClimateEmergency']",0,0,0
